image,score
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_nor_027_x243_y1311.png,10.286422729492188
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_nor_028_x215_y1387.png,10.389948844909668
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_nor_029_x180_y784.png,10.331537246704102
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y0.png,10.033838272094727
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y1024.png,10.219247817993164
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y1152.png,10.21653938293457
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y128.png,10.2142915725708
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y1280.png,10.222311973571777
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y1408.png,10.24431324005127
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y1536.png,10.271514892578125
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y1664.png,10.283001899719238
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y1792.png,10.274221420288086
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y1920.png,10.253610610961914
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y2016.png,10.247106552124023
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y768.png,10.259923934936523
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x0_y896.png,10.261021614074707
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y0.png,9.992417335510254
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y1024.png,10.219497680664062
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y1152.png,10.24687671661377
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y128.png,10.090182304382324
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y1280.png,10.285391807556152
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y1408.png,10.374558448791504
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y1536.png,10.37887954711914
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y1664.png,10.36546516418457
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y1792.png,10.318519592285156
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y1920.png,10.313401222229004
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y2016.png,10.297603607177734
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y256.png,10.269617080688477
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y384.png,10.385897636413574
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y512.png,10.41502857208252
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y640.png,10.423280715942383
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y768.png,10.344733238220215
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x128_y896.png,10.280654907226562
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y0.png,9.964499473571777
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y1024.png,10.224677085876465
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y1152.png,10.327576637268066
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y128.png,10.04047966003418
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y1280.png,10.349000930786133
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y1408.png,10.361835479736328
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y1536.png,10.371094703674316
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y1664.png,10.344070434570312
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y1792.png,10.305415153503418
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y1920.png,10.292553901672363
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y2016.png,10.302638053894043
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y256.png,10.327613830566406
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y384.png,10.399918556213379
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y512.png,10.403094291687012
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y640.png,10.372505187988281
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y768.png,10.357683181762695
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0196_jpg.rf.6da984613710f3ebe091075909ad178d_x256_y896.png,10.222987174987793
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_000_x78_y69.png,10.111001968383789
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_001_x19_y27.png,10.019624710083008
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_002_x128_y1022.png,10.361629486083984
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_003_x161_y916.png,10.268709182739258
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_004_x171_y4.png,10.279620170593262
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_005_x141_y56.png,10.154990196228027
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_006_x5_y912.png,10.440601348876953
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_007_x103_y47.png,9.950834274291992
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_008_x65_y1036.png,10.265009880065918
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_009_x216_y885.png,10.216638565063477
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_010_x108_y818.png,10.282508850097656
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_011_x172_y963.png,10.259454727172852
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_012_x184_y1001.png,10.317184448242188
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_013_x182_y1050.png,10.295019149780273
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_014_x12_y141.png,10.074426651000977
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_015_x20_y98.png,10.046792984008789
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_016_x196_y87.png,10.066221237182617
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_017_x242_y152.png,10.06067943572998
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_018_x159_y977.png,10.267895698547363
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_019_x162_y177.png,10.065389633178711
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_020_x130_y1060.png,10.317364692687988
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_021_x50_y842.png,10.189062118530273
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_022_x242_y1045.png,10.372783660888672
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_023_x104_y838.png,10.316083908081055
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_024_x107_y891.png,10.295511245727539
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_025_x223_y24.png,9.911619186401367
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_026_x58_y808.png,10.179858207702637
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_027_x109_y908.png,10.370108604431152
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_028_x177_y68.png,10.127531051635742
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_nor_029_x46_y1035.png,10.253656387329102
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_x0_y0.png,10.16596508026123
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_x0_y1024.png,10.413704872131348
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_x0_y128.png,10.053138732910156
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_x0_y896.png,10.513615608215332
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_x128_y0.png,10.167439460754395
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_x128_y1024.png,10.3379487991333
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_x128_y128.png,10.007162094116211
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_x128_y896.png,10.295637130737305
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_x256_y0.png,9.98140811920166
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_x256_y1024.png,10.317008018493652
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_x256_y128.png,10.02038860321045
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0316_jpg.rf.f2ee44427962c147a14f08ce853402fd_x256_y896.png,10.287214279174805
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_000_x217_y1543.png,10.218375205993652
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_001_x78_y99.png,10.054441452026367
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_002_x19_y40.png,10.047640800476074
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_003_x44_y1971.png,10.061524391174316
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_004_x166_y2212.png,10.009048461914062
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_005_x128_y1470.png,10.297971725463867
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_006_x248_y1768.png,10.257932662963867
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_007_x161_y1317.png,10.295393943786621
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_008_x143_y2266.png,10.10486125946045
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_009_x71_y1977.png,10.117546081542969
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_010_x171_y6.png,10.052375793457031
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_011_x100_y2078.png,9.997124671936035
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_012_x141_y81.png,10.026318550109863
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_013_x195_y1768.png,10.090423583984375
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_014_x216_y425.png,10.033113479614258
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_015_x22_y2092.png,10.041752815246582
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_016_x5_y1312.png,10.254447937011719
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_017_x103_y68.png,10.149968147277832
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_018_x1_y301.png,10.187995910644531
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_019_x2_y1625.png,10.237939834594727
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_020_x134_y1568.png,10.262985229492188
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_021_x65_y1491.png,10.336243629455566
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_022_x117_y2417.png,10.235318183898926
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_023_x206_y2377.png,10.111288070678711
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_024_x97_y1661.png,10.14017391204834
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_025_x243_y1576.png,10.34564208984375
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_026_x215_y1668.png,10.175555229187012
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_027_x224_y327.png,9.911870956420898
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_028_x148_y1748.png,10.11225700378418
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_nor_029_x216_y1273.png,10.313815116882324
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y0.png,10.180466651916504
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y1152.png,10.266769409179688
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y128.png,10.166685104370117
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y1280.png,10.293622970581055
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y1408.png,10.307780265808105
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y1536.png,10.298357009887695
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y1664.png,10.392236709594727
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y1792.png,10.328516006469727
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y1920.png,10.288554191589355
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y2048.png,10.234251022338867
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y2176.png,10.188992500305176
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y2304.png,10.108034133911133
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y2424.png,10.340237617492676
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y256.png,10.186086654663086
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y384.png,10.162920951843262
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x0_y512.png,10.236114501953125
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x128_y0.png,10.007241249084473
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x128_y1152.png,10.232763290405273
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x128_y128.png,9.95283031463623
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x128_y1280.png,10.276350975036621
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x128_y1408.png,10.274676322937012
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x128_y1536.png,10.241060256958008
C:\Dev\KorailWheel\data\data_tiles\external_test\normal\images\L0317_jpg.rf.58ece9525c7e421dab18df6c6f0b5366_x128_y1664.png,10.138789176940918
